GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	CHECKLIST COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS508575116	2023-02-16 12:46:48.892999	11913	species	avibase-20C2214E	American Kestrel	Falco sparverius				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-22		obsr436577		S37417325	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570132	2021-08-19 16:53:07.418074	17156	species	avibase-E0A04985	Ash-throated Flycatcher	Myiarchus cinerascens				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575115	2023-02-16 12:46:48.892999	17156	species	avibase-E0A04985	Ash-throated Flycatcher	Myiarchus cinerascens				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-22		obsr436577		S37417325	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572117	2023-08-18 17:05:02.022448	7513	species	avibase-6BB94D7E	Black-crowned Night Heron	Nycticorax nycticorax				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572114	2023-08-18 17:05:02.022448	10202	species	avibase-3558066B	Belted Kingfisher	Megaceryle alcyon				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570160	2021-08-19 16:53:07.418074	18964	species	avibase-DEFD8414	Black-capped Vireo	Vireo atricapilla				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575533	2021-04-16 05:02:18.677116	34268	species	avibase-824361E5	Black-headed Grosbeak	Pheucticus melanocephalus				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-24		obsr436577		S37417356	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575114	2023-02-16 12:46:48.892999	5713	species	avibase-D543132B	Black-necked Stilt	Himantopus mexicanus				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-22		obsr436577		S37417325	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570138	2021-08-19 16:53:07.418074	33494	species	avibase-6055C1FB	Black-backed Oriole	Icterus abeillei				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570159	2021-08-19 16:53:07.418074	16831	species	avibase-B182DED2	Black Phoebe	Sayornis nigricans				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508574204	2021-04-16 05:02:18.677116	27753	species	avibase-C4D41592	Blue Mockingbird	Melanotis caerulescens				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-20		obsr436577		S37417263	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570117	2021-08-19 16:53:07.418074	33556	species	avibase-1E1AB415	Brown-headed Cowbird	Molothrus ater				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570146	2021-08-19 16:53:07.418074	4810	species	avibase-C29BA985	Broad-billed Hummingbird	Cynanthus latirostris				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508574815	2021-04-16 05:02:18.677116	8537	species	avibase-6B54759B	American Barn Owl	Tyto furcata				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-21		obsr436577		S37417300	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575352	2021-04-16 05:02:18.677116	33549	species	avibase-D8310D39	Bronzed Cowbird	Molothrus aeneus				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-23		obsr436577		S37417342	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570156	2021-08-19 16:53:07.418074	20987	species	avibase-0E51C3D5	Black-throated Magpie-Jay	Cyanocorax colliei				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570161	2021-08-19 16:53:07.418074	33910	species	avibase-6B7A93C5	Black-throated Gray Warbler	Setophaga nigrescens				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570126	2021-08-19 16:53:07.418074	26874	species	avibase-A15C5071	Blue-gray Gnatcatcher	Polioptila caerulea				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS509490462	2021-04-16 05:02:18.677116	33460	species	avibase-7E65A952	Bullock's Oriole	Icterus bullockii				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-30		obsr436577		S37477030	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572974	2023-08-18 17:05:02.022448	17292	species	avibase-178B8955	Cassin's Kingbird	Tyrannus vociferans				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570148	2021-08-19 16:53:07.418074	469	species	avibase-0E599E6C	Cinnamon Teal	Spatula cyanoptera				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572105	2023-08-18 17:05:02.022448	32714	species	avibase-486265CF	Clay-colored Sparrow	Spizella pallida				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570163	2021-08-19 16:53:07.418074	2206	species	avibase-F9AED548	Common Ground Dove	Columbina passerina				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575354	2021-04-16 05:02:18.677116	8315	species	avibase-97FDBB06	Common Black Hawk	Buteogallus anthracinus				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-23		obsr436577		S37417342	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572107	2023-08-18 17:05:02.022448	21400	species	avibase-B9B272F4	Common Raven	Corvus corax				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508574820	2021-04-16 05:02:18.677116	33749	species	avibase-BA4C8A02	Common Yellowthroat	Geothlypis trichas				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-21		obsr436577		S37417300	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508574209	2021-04-16 05:02:18.677116	27782	species	avibase-033B53E6	Curve-billed Thrasher	Toxostoma curvirostre				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-20		obsr436577		S37417263	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570111	2021-08-19 16:53:07.418074	17117	species	avibase-3D57A982	Dusky-capped Flycatcher	Myiarchus tuberculifer				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572128	2023-08-18 17:05:02.022448	1057	species	avibase-71FBF8D4	Elegant Quail	Callipepla douglasii				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575534	2021-04-16 05:02:18.677116	9465	species	avibase-AC93609D	Elegant Trogon	Trogon elegans				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-24		obsr436577		S37417356	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572126	2023-08-18 17:05:02.022448	33934	species	avibase-C35381D0	Fan-tailed Warbler	Basileuterus lachrymosus				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508574818	2021-04-16 05:02:18.677116	11799	species	avibase-28E5D551	Gilded Flicker	Colaptes chrysoides				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-21		obsr436577		S37417300	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572115	2023-08-18 17:05:02.022448	11066	species	avibase-377525FA	Gila Woodpecker	Melanerpes uropygialis				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570114	2021-08-19 16:53:07.418074	33107	species	avibase-45D829B3	Green-tailed Towhee	Pipilo chlorurus				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570157	2021-08-19 16:53:07.418074	11053	species	avibase-100C01C4	Golden-cheeked Woodpecker	Melanerpes chrysogenys				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572113	2023-08-18 17:05:02.022448	32661	species	avibase-5BFFE091	Grasshopper Sparrow	Ammodramus savannarum				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508574202	2021-04-16 05:02:18.677116	2985	species	avibase-C5B34740	Groove-billed Ani	Crotophaga sulcirostris				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-20		obsr436577		S37417263	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572121	2023-08-18 17:05:02.022448	7658	species	avibase-93694BB5	Great Blue Heron	Ardea herodias				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575112	2023-02-16 12:46:48.892999	7635	species	avibase-49D9148A	Great Egret	Ardea alba				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-22		obsr436577		S37417325	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570149	2021-08-19 16:53:07.418074	17199	species	avibase-9C883C7B	Great Kiskadee	Pitangus sulphuratus				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570127	2021-08-19 16:53:07.418074	6092	species	avibase-6EB81C98	Greater Yellowlegs	Tringa melanoleuca				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570162	2021-08-19 16:53:07.418074	7611	species	avibase-86D45B8F	Green Heron	Butorides virescens				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508574817	2021-04-16 05:02:18.677116	10212	species	avibase-ED7D6741	Green Kingfisher	Chloroceryle americana				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-21		obsr436577		S37417300	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570145	2021-08-19 16:53:07.418074	33587	species	avibase-5CBA3391	Great-tailed Grackle	Quiscalus mexicanus				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570121	2021-08-19 16:53:07.418074	8377	species	avibase-943AA4FB	Gray Hawk	Buteo plagiatus				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS509488377	2021-04-16 05:02:18.677116	8377	species	avibase-943AA4FB	Gray Hawk	Buteo plagiatus				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-29		obsr436577		S37476914	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570120	2021-08-19 16:53:07.418074	27261	species	avibase-5F71C217	Happy Wren	Pheugopedius felix				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575353	2021-04-16 05:02:18.677116	32034	species	avibase-89431E9F	House Finch	Haemorhous mexicanus				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-23		obsr436577		S37417342	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572109	2023-08-18 17:05:02.022448	26942	species	avibase-A4F5C5C8	Northern House Wren	Troglodytes aedon				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575117	2023-02-16 12:46:48.892999	8349	species	avibase-FBED1927	Harris's Hawk	Parabuteo unicinctus				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-22		obsr436577		S37417325	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570136	2021-08-19 16:53:07.418074	2205	species	avibase-BFE74235	Inca Dove	Columbina inca				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570112	2021-08-19 16:53:07.418074	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575536	2021-04-16 05:02:18.677116	11299	species	avibase-2CE418F2	Ladder-backed Woodpecker	Dryobates scalaris				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-24		obsr436577		S37417356	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570135	2021-08-19 16:53:07.418074	32747	species	avibase-78509A5D	Lark Sparrow	Chondestes grammacus				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570115	2021-08-19 16:53:07.418074	6548	spuh	avibase-8D04DAAF	gull sp.	Larinae sp.				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572106	2023-08-18 17:05:02.022448	34316	species	avibase-9F67F3AF	Lazuli Bunting	Passerina amoena				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570122	2021-08-19 16:53:07.418074	6770	species	avibase-267BDB86	Least Grebe	Tachybaptus dominicus				3					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570125	2021-08-19 16:53:07.418074	6162	species	avibase-A47B0BD4	Least Sandpiper	Calidris minutilla				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572127	2023-08-18 17:05:02.022448	32330	species	avibase-CD5C21CA	Lesser Goldfinch	Spinus psaltria				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570128	2021-08-19 16:53:07.418074	33028	species	avibase-AF49F890	Lincoln's Sparrow	Melospiza lincolnii				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575119	2023-02-16 12:46:48.892999	11639	species	avibase-3CD8FECC	Lineated Woodpecker	Dryocopus lineatus				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-22		obsr436577		S37417325	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570129	2021-08-19 16:53:07.418074	5961	species	avibase-5284C27B	Long-billed Curlew	Numenius americanus				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508575355	2021-04-16 05:02:18.677116	20860	species	avibase-36171C2B	Loggerhead Shrike	Lanius ludovicianus				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-23		obsr436577		S37417342	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508570108	2021-08-19 16:53:07.418074	33728	species	avibase-85106518	MacGillivray's Warbler	Geothlypis tolmiei				2					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-18		obsr436577		S37416978	Historical	Historical	P62					10.0000	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508572119	2023-08-18 17:05:02.022448	27899	species	avibase-97B870B4	Mountain Bluebird	Sialia currucoides				1					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS508572120	2023-08-18 17:05:02.022448	2373	species	avibase-00124D98	Mourning Dove	Zenaida macroura				X					Mexico	MX	Sinaloa	MX-SIN	Rosario	MX-SIN-015	BIRDLIFE_44576	43			Rosario	L5939007	P	22.9932520	-105.8586320	1933-12-19		obsr436577		S37417132	Historical	Historical	P62					10.0000	1	0		0	1	0				
